start_station_id,start_station_name,start_date,subscriber_type,landmark,name
25,Stanford in Redwood City,2016-04-06 17:10:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-06 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-06 17:35:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-06 19:06:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-07 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-07 07:58:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-07 08:14:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-04-07 08:26:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-07 09:06:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-07 17:12:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-07 17:15:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-04-07 17:18:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-07 18:08:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-08 08:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-08 08:21:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-04-08 17:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-04-08 17:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-04-08 17:14:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-08 19:05:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-11 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-11 07:34:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-11 08:17:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-04-11 12:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-11 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-11 16:34:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-11 18:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-04-11 18:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-12 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-12 08:21:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-04-12 16:28:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-12 16:46:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-12 17:14:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-13 07:35:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-13 08:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-13 09:53:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-13 16:28:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-13 16:32:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-13 17:12:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-13 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
26,Kaiser Hospital,2016-04-13 17:29:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-13 18:08:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-13 19:05:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-14 07:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-14 07:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-14 07:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-14 07:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-14 08:16:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-04-14 08:23:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-14 09:02:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-14 16:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-14 16:34:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-14 17:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-14 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-14 17:15:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-15 07:55:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-15 08:15:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-04-15 16:34:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-15 17:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-04-15 17:16:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-18 08:04:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-18 08:20:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-04-18 10:38:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-18 16:28:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-18 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-18 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-19 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-19 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-19 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-19 08:06:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
23,San Mateo County Center,2016-04-19 08:42:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
23,San Mateo County Center,2016-04-19 09:52:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
22,Redwood City Caltrain Station,2016-04-19 15:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-19 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-19 16:29:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-19 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-19 18:28:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-20 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-20 09:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
23,San Mateo County Center,2016-04-20 12:03:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
24,Redwood City Public Library,2016-04-20 13:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Public Library
25,Stanford in Redwood City,2016-04-20 16:24:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-20 16:34:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-20 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
23,San Mateo County Center,2016-04-21 07:36:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
22,Redwood City Caltrain Station,2016-04-21 07:37:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-21 07:37:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-21 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-21 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-21 16:29:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-21 17:08:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-21 17:57:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-21 18:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-21 18:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-21 18:41:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-22 09:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-22 16:17:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-22 17:27:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-04-22 18:17:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
26,Kaiser Hospital,2016-04-24 00:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-25 06:17:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-25 07:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-25 08:01:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-25 16:07:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-25 16:57:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-25 17:10:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-25 17:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-26 06:47:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-26 07:34:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-26 07:58:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-26 08:16:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-04-26 09:01:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-26 17:04:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-26 17:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-04-26 17:14:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-04-26 18:47:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-04-27 06:50:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-27 07:58:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-27 09:03:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-27 12:52:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-27 16:23:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-04-27 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-04-27 17:16:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-28 06:48:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-28 07:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-28 08:43:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-04-28 17:13:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-04-28 19:03:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-29 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-04-29 07:59:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-04-29 08:17:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-04-29 17:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-04-29 17:10:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-02 08:00:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-02 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-02 17:12:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-03 07:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-03 09:55:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-03 17:12:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
24,Redwood City Public Library,2016-05-03 17:46:00.000000 UTC,Subscriber,Redwood City,Redwood City Public Library
22,Redwood City Caltrain Station,2016-05-04 07:58:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-04 12:55:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-04 15:31:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-04 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-04 17:14:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-05 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-05 07:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-05 17:17:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-05 18:35:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-06 07:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-06 07:59:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-06 08:16:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-05-06 16:49:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-08 18:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-09 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-09 08:19:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-05-09 08:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-09 17:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-10 06:46:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-10 06:50:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-10 07:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
23,San Mateo County Center,2016-05-10 07:26:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
22,Redwood City Caltrain Station,2016-05-10 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-10 08:13:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-05-10 08:47:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-10 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-10 18:04:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-11 07:15:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-11 18:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-12 07:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-12 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-12 08:19:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-12 09:47:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-12 16:08:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-12 16:28:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-12 16:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-12 18:36:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-13 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-13 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-13 08:19:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-05-13 08:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
23,San Mateo County Center,2016-05-13 08:39:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
25,Stanford in Redwood City,2016-05-13 16:25:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-13 18:37:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-14 11:26:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
24,Redwood City Public Library,2016-05-15 10:18:00.000000 UTC,Subscriber,Redwood City,Redwood City Public Library
22,Redwood City Caltrain Station,2016-05-16 07:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-16 08:23:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-05-16 11:57:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-16 16:24:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-17 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-17 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-17 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-17 08:21:00.000000 UTC,Subscriber,Redwood City,Mezes Park
25,Stanford in Redwood City,2016-05-17 16:09:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-18 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-18 08:16:00.000000 UTC,Subscriber,Redwood City,Mezes Park
23,San Mateo County Center,2016-05-18 12:04:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
24,Redwood City Public Library,2016-05-18 13:10:00.000000 UTC,Subscriber,Redwood City,Redwood City Public Library
22,Redwood City Caltrain Station,2016-05-18 16:14:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-18 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
21,Sequoia Hospital,2016-05-19 18:16:00.000000 UTC,Subscriber,Redwood City,Franklin at Maple
83,Mezes,2016-05-20 08:19:00.000000 UTC,Subscriber,Redwood City,Mezes Park
26,Kaiser Hospital,2016-05-20 19:18:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-05-23 09:45:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-23 10:47:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
23,San Mateo County Center,2016-05-23 10:51:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
26,Kaiser Hospital,2016-05-23 17:08:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-05-23 17:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-05-24 08:15:00.000000 UTC,Subscriber,Redwood City,Mezes Park
26,Kaiser Hospital,2016-05-24 17:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-05-24 18:07:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-25 07:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-25 08:55:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-25 16:07:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-05-25 17:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-05-26 06:49:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-26 07:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-26 08:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-26 16:55:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-05-26 17:14:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-05-26 19:06:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-27 07:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-27 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-27 16:27:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-27 18:33:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
83,Mezes,2016-05-28 15:31:00.000000 UTC,Subscriber,Redwood City,Mezes Park
